ID,INSEE_COM,INSEE_DEP,INSEE_REG,CODE_EPCI,NOM_COM_M,POPULATION,Nb_Ventes,PrixMoyen_M2,LATITUDE,LONGITUDE
COMMUNE_0000000009756336,33549,33,75,243301215.0,VILLENAVE DE RIONS,315,2.0,2037.0,44.691774,-0.3369487
COMMUNE_0000000009755627,33298,33,75,200070092.0,MOULON,998,12.0,1777.0,44.8473175,-0.2208055
COMMUNE_0000000009755413,33397,33,75,243301249.0,SAINTE EULALIE,4547,57.0,2681.0,43.24721,2.2118479
COMMUNE_0000000009755402,33328,33,75,200070092.0,POMEROL,618,7.0,2039.0,44.9311234,-0.1999904
COMMUNE_0000000009756318,33224,33,75,200069599.0,LANDERROUET SUR SEGUR,97,2.0,984.0,44.6544394,-0.0233327
COMMUNE_0000000009756990,33306,33,75,200044394.0,NOAILLAC,448,3.0,1293.0,44.5159766,-0.0137594
COMMUNE_0000000009754770,33264,33,75,200070092.0,MARANSIN,1021,12.0,1627.0,45.07074,-0.26905
COMMUNE_0000000009754377,33314,33,75,200069995.0,PAUILLAC,4851,72.0,1454.0,45.1995626,-0.7484994
COMMUNE_0000000009756778,33169,33,75,200044394.0,FLOUDES,103,1.0,2157.0,44.5719332,-0.0676716
COMMUNE_0000000009756558,33288,33,75,200069581.0,MONPRIMBLANC,292,3.0,1587.0,44.62936,-0.26363
COMMUNE_0000000009756798,33337,33,75,200069581.0,PREIGNAC,2150,31.0,1572.0,44.5857128,-0.295258
COMMUNE_0000000009755865,33196,33,75,243301454.0,GUILLAC,166,3.0,1199.0,44.7997427,-0.2168366
COMMUNE_0000000009756099,33523,33,75,200069599.0,TARGON,2063,19.0,1723.0,44.73385,-0.26464
COMMUNE_0000000009756103,33093,33,75,243301215.0,CAPIAN,712,9.0,2214.0,44.7106298,-0.3320467
COMMUNE_0000000009756095,33149,33,75,200069599.0,DAUBEZE,151,1.0,2857.0,44.71217,-0.14207
COMMUNE_0000000009755852,33401,33,75,243301454.0,SAINTE FLORENCE,148,,,44.8132625,-0.0906096
COMMUNE_0000000009756090,33129,33,75,200069599.0,CLEYRAC,159,3.0,1259.0,44.71955,-0.03886
COMMUNE_0000000009756351,33213,33,75,243301264.0,BREDE,4192,53.0,3191.0,50.9357829,0.5965497
COMMUNE_0000002200276534,33055,33,75,200069995.0,BLAIGNAN PRIGNAC,469,8.0,1790.0,45.3211098,-0.883153604589096
COMMUNE_0000000009756546,33024,33,75,200044394.0,BAGAS,290,4.0,1411.0,44.6249552,-0.0550452
COMMUNE_0000000009757546,33255,33,75,200043974.0,LUCMAU,243,4.0,1484.0,44.3415,-0.30856
COMMUNE_0000000009754787,33182,33,75,200023794.0,GAURIAC,758,11.0,1680.0,45.0684052,-0.6131892
COMMUNE_0000000009755400,33290,33,75,200035533.0,MONTAGNE,1542,18.0,1784.0,45.1417,5.19378
COMMUNE_0000000009757544,33190,33,75,200043982.0,GOUALADE,97,2.0,1131.0,44.3094829,-0.1467459
COMMUNE_0000000009756992,33508,33,75,200044394.0,SAVIGNAC,637,11.0,1579.0,44.5224638,-0.1085119
COMMUNE_0000000009755623,33078,33,75,243301454.0,CABARA,515,10.0,1632.0,44.826586,-0.1599321
COMMUNE_0000000009756997,33021,33,75,200044394.0,AUROS,1017,16.0,1904.0,44.49491,-0.14635
COMMUNE_0000000009755890,33090,33,75,243301165.0,CANEJAN,5520,65.0,3513.0,42.8382496,0.7399836
COMMUNE_0000000009754580,33280,33,75,243300811.0,MAZION,520,6.0,1265.0,45.1615612,-0.6150227
COMMUNE_0000000009756805,33498,33,75,243301405.0,SALLES,6924,117.0,2722.0,44.550875,-0.8699921
COMMUNE_0000000009754789,33551,33,75,200023794.0,VILLENEUVE,393,5.0,1121.0,45.0835468,-0.6280356
COMMUNE_0000000009755416,33032,33,75,243300316.0,BASSENS,7151,58.0,2905.0,44.9015003,-0.5163222
COMMUNE_0000000009754986,33001,33,75,200070092.0,ABZAC,1926,25.0,1447.0,46.102094,0.7028749
COMMUNE_0000000009756111,33448,33,75,243301264.0,SAINT MEDARD D EYRANS,2944,30.0,3269.0,44.7137024,-0.5082713
COMMUNE_0000002200276533,33008,33,75,200069599.0,PORTE DE BENAUGE,513,6.0,1785.0,44.6804281,-0.2485576239326249
COMMUNE_0000000009755835,33324,33,75,243301371.0,PINEUILH,4357,66.0,1253.0,44.830228,0.2266807
COMMUNE_0000000009756354,33029,33,75,243301405.0,BARP,5466,82.0,2716.0,46.1593049,12.1563434
COMMUNE_0000000009755647,33273,33,75,243300316.0,MARTIGNAS SUR JALLE,7302,77.0,3484.0,44.8405364,-0.7761489
COMMUNE_0000000009755640,33119,33,75,243300316.0,CENON,24369,304.0,3033.0,44.8552882,-0.5239863
COMMUNE_0000000009756548,33428,33,75,200044394.0,SAINT LAURENT DU PLAN,96,1.0,1643.0,44.6240707,-0.1181079
COMMUNE_0000000009755392,33499,33,75,243301454.0,SALLES DE CASTILLON,378,3.0,1044.0,44.9017749,0.0159431
COMMUNE_0000000009756342,33231,33,75,200069581.0,LAROQUE,281,1.0,2063.0,43.9224542,3.7233981
COMMUNE_0000000009756775,33346,33,75,200044394.0,PUYBARBAN,418,9.0,1360.0,44.5529213,-0.0762307
COMMUNE_0000000009756348,33007,33,75,200069581.0,ARBANATS,1229,14.0,2398.0,44.6771077,-0.3941156
COMMUNE_0000000009755885,33550,33,75,243300316.0,VILLENAVE D ORNON,32750,476.0,3325.0,44.7737872,-0.5595029
COMMUNE_0000000009756561,33120,33,75,200069581.0,CERONS,2092,26.0,1730.0,44.6316828,-0.3349069
COMMUNE_0000000009753926,33456,33,75,243300811.0,SAINT PALAIS,510,9.0,1346.0,43.3273438,-1.0345115
COMMUNE_0000000009756540,33443,33,75,200069599.0,SAINT MARTIN DE LERM,138,,,44.6479193,-0.0410959
COMMUNE_0000000009755859,33301,33,75,243301454.0,NAUJAN ET POSTIAC,565,10.0,1893.0,44.7890727,-0.1817772
COMMUNE_0000000009755199,33414,33,75,243301397.0,SAINT GERMAIN DE LA RIVIERE,378,7.0,1596.0,44.9508325,-0.3332167
COMMUNE_0000000009756780,33054,33,75,200044394.0,BLAIGNAC,289,3.0,986.0,44.5524376,-0.056025
COMMUNE_0000000009754768,33218,33,75,200070092.0,LAGORCE,1669,29.0,1519.0,45.0712437,-0.1387345
COMMUNE_0000000009755620,33546,33,75,200035533.0,VIGNONET,495,4.0,1734.0,44.8489189,-0.15011435168371845
COMMUNE_0000000009757007,33026,33,75,200043974.0,BALIZAC,501,11.0,1674.0,44.4874616,-0.4431809
COMMUNE_0000000009753233,33521,33,75,200070720.0,TALAIS,731,11.0,1430.0,45.4706445,-1.0593227
COMMUNE_0000000009755861,33209,33,75,243301454.0,JUGAZAN,295,2.0,946.0,44.7818642,-0.1549298
COMMUNE_0000000009755633,33049,33,75,243301249.0,BEYCHAC ET CAILLAU,2194,30.0,2455.0,44.86942,-0.37137
COMMUNE_0000000009756110,33033,33,75,243301439.0,BAURECH,843,12.0,3467.0,44.725497,-0.4386657
COMMUNE_0000000009756804,33436,33,75,243301405.0,SAINT MAGNE,953,13.0,1943.0,44.5267186,-0.6553025
COMMUNE_0000000009755198,33524,33,75,243301397.0,TARNES,316,4.0,1827.0,44.97521,-0.35996
COMMUNE_0000000009754168,33300,33,75,200070720.0,NAUJAC SUR MER,1073,12.0,2380.0,45.2556859,-1.0232905
COMMUNE_0000000009755397,33406,33,75,200035533.0,SAINT GENES DE CASTILLON,394,4.0,1451.0,44.8980876,-0.062117
COMMUNE_0000000009754769,33034,33,75,200070092.0,BAYAS,449,4.0,1353.0,45.0610453,-0.2077002
COMMUNE_0000000009756119,33080,33,75,243301264.0,CADAUJAC,5978,77.0,3207.0,44.7552279,-0.5300643
COMMUNE_0000000009756092,33275,33,75,200069599.0,MARTRES,117,1.0,800.0,44.7101074,-0.1694566
COMMUNE_0000000009756531,33171,33,75,200044394.0,FOSSES ET BALEYSSAC,220,2.0,1361.0,44.59379,0.04104
COMMUNE_0000000009756555,33411,33,75,200043974.0,SAINT GERMAIN DE GRAVE,160,,,44.6218024,-0.2187164
COMMUNE_0000000009756539,33139,33,75,200069599.0,COUTURES,98,,,45.3309186,0.3923129
COMMUNE_0000000009756352,33109,33,75,243301264.0,CASTRES GIRONDE,2333,30.0,2525.0,44.6964363,-0.4450604
COMMUNE_0000000009754793,33220,33,75,243301447.0,LAMARQUE,1300,24.0,1816.0,45.0924569,-0.7242791
COMMUNE_0000000009756560,33253,33,75,200069581.0,LOUPIAC,1114,11.0,1931.0,44.6271418,-0.3007591
COMMUNE_0000000009755184,33191,33,75,200070092.0,GOURS,558,10.0,1160.0,44.99331,0.02247
COMMUNE_0000000009757000,33116,33,75,200043982.0,CAZATS,419,6.0,1749.0,44.47151,-0.20796
COMMUNE_0000000009757367,33195,33,75,200043982.0,GRIGNOLS,1190,22.0,1248.0,45.0831796,0.5395936
COMMUNE_0000000009755630,33413,33,75,200070092.0,SAINT GERMAIN DU PUCH,2152,28.0,2346.0,44.8559672,-0.3234025
COMMUNE_0000000009754999,33425,33,75,243301223.0,SAINT LAURENT D ARCE,1438,15.0,2378.0,45.0353333,-0.4713262
COMMUNE_0000000009755424,33333,33,75,243301389.0,PORGE,3030,34.0,2997.0,43.6868139,0.2051769
COMMUNE_0000000009755617,33420,33,75,200035533.0,SAINT HIPPOLYTE,138,1.0,1485.0,44.8698075,-0.1218554
COMMUNE_0000000009755635,33496,33,75,243301355.0,SALLEBOEUF,2420,34.0,2781.0,44.8433337,-0.396393
COMMUNE_0000000009754781,33285,33,75,243301223.0,MOMBRIER,416,5.0,1602.0,45.07822,-0.55441
COMMUNE_0000000009755621,33480,33,75,200035533.0,SAINT SULPICE DE FALEYRENS,1379,10.0,1730.0,44.8748435,-0.1894988
COMMUNE_0000000009754163,33374,33,75,243300811.0,SAINT AUBIN DE BLAYE,829,6.0,1061.0,45.2662866,-0.5641823
COMMUNE_0000000009754998,33553,33,75,243301223.0,VIRSAC,1122,10.0,2014.0,45.02678,-0.44185
COMMUNE_0000000009756552,33102,33,75,200044394.0,CASSEUIL,401,5.0,1480.0,44.585,-0.11482
COMMUNE_0000000009754774,33114,33,75,243301181.0,CAVIGNAC,1981,52.0,1685.0,45.10045,-0.39039
COMMUNE_0000000009756993,33002,33,75,200044394.0,AILLAS,817,9.0,1413.0,44.47351,-0.0747
COMMUNE_0000000009756332,33156,33,75,200069581.0,ESCOUSSANS,311,2.0,2209.0,44.68333,-0.26676
COMMUNE_0000000009755412,33554,33,75,243301249.0,YVRAC,2786,23.0,2791.0,44.8807908,-0.4618132
COMMUNE_0000000009756777,33254,33,75,200044394.0,LOUPIAC DE LA REOLE,490,3.0,1121.0,44.5474936,-0.044911
COMMUNE_0000000009754573,33439,33,75,243301181.0,SAINT MARIENS,1601,20.0,1565.0,45.11626,-0.40408
COMMUNE_0000000009756999,33130,33,75,200043974.0,COIMERES,1033,12.0,2025.0,44.4959576,-0.2093256
COMMUNE_0000000009756534,33418,33,75,200044394.0,SAINT HILAIRE DE LA NOAILLE,381,2.0,1553.0,44.6002337,0.0009637
COMMUNE_0000000009756322,33482,33,75,200069599.0,SAINT SULPICE DE POMMIERS,230,3.0,1397.0,44.6709539,-0.1155059
COMMUNE_0000000009755418,33056,33,75,243300316.0,BLANQUEFORT,15615,185.0,3197.0,44.9088982,-0.6300363
COMMUNE_0000000009754797,33070,33,75,243301389.0,BRACH,628,11.0,2330.0,45.0419159,-0.9370143
COMMUNE_0000000009756537,33283,33,75,200069599.0,MESTERRIEUX,219,2.0,1485.0,44.6461331,-0.0141405
COMMUNE_0000000009756541,33398,33,75,200044394.0,SAINT EXUPERY,165,1.0,2113.0,44.626128,-0.1025077
COMMUNE_0000000009755872,33505,33,75,243301215.0,SAUVE,1458,16.0,1961.0,43.9406901,3.9513061
COMMUNE_0000000009755192,33365,33,75,243301397.0,SAINT AIGNAN,213,2.0,2550.0,44.9486322,-0.2968396
COMMUNE_0000000009754370,33172,33,75,200023794.0,FOURS,317,5.0,2199.0,45.17315,-0.62927
COMMUNE_0000000009754374,33006,33,75,243300811.0,ANGLADE,943,15.0,1425.0,45.2117383,-0.6364929
COMMUNE_0000000009756091,33057,33,75,200069599.0,BLASIMON,905,10.0,1249.0,44.7503827,-0.0732551
COMMUNE_0000000009754984,33447,33,75,200070092.0,SAINT MEDARD DE GUIZIERES,2373,40.0,1283.0,45.0145,-0.05996
COMMUNE_0000000009756116,33023,33,75,243301264.0,AYGUEMORTE LES GRAVES,1218,10.0,2595.0,44.7099595,-0.4811166
COMMUNE_0000000009754765,33154,33,75,200070092.0,EGLISOTTES ET CHALAURES,2179,29.0,1180.0,45.0998696,-0.0366275
COMMUNE_0000000009754576,33382,33,75,200023794.0,SAINT CHRISTOLY DE BLAYE,1983,21.0,1415.0,45.1298707,-0.5076217
COMMUNE_0000000009757003,33307,33,75,200043974.0,NOAILLAN,1677,23.0,1620.0,44.4803817,-0.3678554
COMMUNE_0000000009755840,33160,33,75,243301371.0,EYNESSE,586,9.0,1224.0,44.8246593,0.1546169
COMMUNE_0000000009755004,33183,33,75,243301223.0,GAURIAGUET,1240,21.0,1959.0,45.0390685,-0.3929458
COMMUNE_0000000009757200,33178,33,75,200043982.0,GAJAC,387,5.0,2212.0,44.4373683,-0.1327234
COMMUNE_0000000009755406,33539,33,75,200070092.0,VAYRES,3859,57.0,2081.0,44.8974025,-0.3205945
COMMUNE_0000000009755212,33322,33,75,243301447.0,PIAN MEDOC,6546,87.0,3036.0,44.9549001,-0.6683986
COMMUNE_0000000009755631,33141,33,75,243301355.0,CROIGNON,618,11.0,2458.0,44.8188827,-0.345528
COMMUNE_0000000009753706,33128,33,75,200069995.0,CIVRAC EN MEDOC,678,12.0,1956.0,45.3381782,-0.8976848
COMMUNE_0000000009757375,33053,33,75,200043982.0,BIRAC,229,3.0,2600.0,44.4172348,-0.1382981
COMMUNE_0000000009756117,33274,33,75,243301264.0,MARTILLAC,2975,35.0,3092.0,44.7141704,-0.5422302
COMMUNE_0000000009756800,33060,33,75,200043974.0,BOMMES,490,4.0,1862.0,44.5476094,-0.35734
COMMUNE_0000000009757004,33305,33,75,200043982.0,NIZAN,508,8.0,1558.0,43.2329,0.596323
COMMUNE_0000000009754995,33317,33,75,243301397.0,PERISSAC,1175,15.0,1845.0,45.01906,-0.3234333
COMMUNE_0000000009755396,33173,33,75,200035533.0,FRANCS,190,2.0,1518.0,44.9466032,-0.0057663
COMMUNE_0000000009753462,33541,33,75,200070720.0,VENSAC,972,29.0,1786.0,45.3980138,-1.041989
COMMUNE_0000000009755401,33394,33,75,200035533.0,SAINT EMILION,1876,19.0,2578.0,44.8931452,-0.1560662
COMMUNE_0000000009755393,33461,33,75,200035533.0,SAINT PHILIPPE D AIGUILLE,373,7.0,1305.0,44.913707,-0.0304443
COMMUNE_0000000009754996,33295,33,75,243301397.0,MOUILLAC,90,1.0,1667.0,45.0078604,-0.352242
COMMUNE_0000000009755006,33339,33,75,243301223.0,PRIGNAC ET MARCAMPS,1384,23.0,1861.0,45.0346608,-0.4940466
COMMUNE_0000000009757194,33511,33,75,200043982.0,SENDETS,336,5.0,1524.0,43.2977999,-0.2609893
COMMUNE_0000000009754373,33101,33,75,243300811.0,CARTELEGUE,1259,15.0,1241.0,45.1854056,-0.5809565
COMMUNE_0000000009755884,33085,33,75,243301439.0,CAMBLANES ET MEYNAC,2872,35.0,2828.0,44.7683222,-0.4851871
COMMUNE_0000000009756797,33343,33,75,200069581.0,PUJOLS SUR CIRON,789,13.0,1665.0,44.5624736,-0.3538525
COMMUNE_0000000009753930,33493,33,75,200069995.0,SAINT YZANS DE MEDOC,388,6.0,1177.0,45.3225786,-0.8215714
COMMUNE_0000000009754794,33010,33,75,243301447.0,ARCINS,484,13.0,2125.0,45.07261,-0.72578
COMMUNE_0000000009756795,33227,33,75,200043974.0,LANGON,7377,139.0,1791.0,44.5530659,-0.2449274
COMMUNE_0000000009756559,33176,33,75,200069581.0,GABARNAC,361,5.0,1327.0,44.612722,-0.2760613
COMMUNE_0000000009755860,33257,33,75,243301454.0,LUGAIGNAC,476,6.0,2029.0,44.81428,-0.19462
COMMUNE_0000000009756998,33279,33,75,200043974.0,MAZERES,760,6.0,2142.0,44.4948895,-0.2586472
COMMUNE_0000000009754379,33125,33,75,200069995.0,CISSAC MEDOC,2101,29.0,1799.0,45.2297212,-0.8323962
COMMUNE_0000000009756782,33027,33,75,200044394.0,BARIE,299,4.0,1333.0,44.5705801,-0.1155487
COMMUNE_0000000009755398,33384,33,75,200035533.0,SAINT CHRISTOPHE DES BARDES,443,4.0,2140.0,44.8959045,-0.1236362
COMMUNE_0000000009756793,33435,33,75,200043974.0,SAINT MACAIRE,2088,31.0,1615.0,44.565422,-0.2264356
COMMUNE_0000000009756347,33241,33,75,200069581.0,LESTIAC SUR GARONNE,581,11.0,1762.0,44.6938412,-0.3747284
COMMUNE_0000000009757195,33212,33,75,200043982.0,LABESCAU,111,2.0,1582.0,44.45056,-0.0898
COMMUNE_0000000009757368,33137,33,75,200043982.0,COURS LES BAINS,219,1.0,1555.0,44.3812142,-0.0081402
COMMUNE_0000000009756108,33263,33,75,243301215.0,MADIRAC,235,5.0,2511.0,44.7602362,-0.400997
COMMUNE_0000000009756118,33238,33,75,243301264.0,LEOGNAN,10282,101.0,3296.0,44.7294474,-0.5997267
COMMUNE_0000000009755181,33472,33,75,200070092.0,SAINT SAUVEUR DE PUYNORMAND,359,6.0,1434.0,44.9981055,-0.0351517
COMMUNE_0000000009755597,33378,33,75,243301371.0,SAINT AVIT SAINT NAZAIRE,1478,18.0,1560.0,44.851749,0.2578204
COMMUNE_0000000009755864,33431,33,75,243301215.0,SAINT LEON,341,5.0,2062.0,43.4009844,1.5607511
COMMUNE_0000000009755880,33061,33,75,243301355.0,BONNETAN,939,17.0,2559.0,44.8207293,-0.4117936
COMMUNE_0000000009755007,33262,33,75,243301447.0,MACAU,4133,62.0,2521.0,22.1757605,113.5514142
COMMUNE_0000000009757204,33547,33,75,200043974.0,VILLANDRAUT,1024,12.0,1702.0,44.458639,-0.3713824
COMMUNE_0000000009754578,33477,33,75,243300811.0,SAINT SEURIN DE CURSAC,781,13.0,1564.0,45.16056,-0.62845
COMMUNE_0000000009756319,33112,33,75,200069599.0,CAUMONT,151,2.0,1286.0,50.2889755,2.030779
COMMUNE_0000000009755194,33179,33,75,243301397.0,GALGON,3027,42.0,2055.0,44.9907477,-0.2723327
COMMUNE_0000000009755207,33487,33,75,243300316.0,SAINT VINCENT DE PAUL,1011,4.0,1735.0,44.9549798,-0.4692956
COMMUNE_0000000009755632,33083,33,75,243301355.0,CAMARSAC,999,12.0,2100.0,44.8331738,-0.3650518
COMMUNE_0000000009755214,33494,33,75,243301389.0,SALAUNES,996,13.0,3172.0,44.9361892,-0.8296983
COMMUNE_0000000009755863,33466,33,75,200070092.0,SAINT QUENTIN DE BARON,2398,57.0,2040.0,44.8226575,-0.2864432
COMMUNE_0000000009755203,33082,33,75,243301397.0,CADILLAC EN FRONSADAIS,1258,9.0,2333.0,44.9658541,-0.3753094
COMMUNE_0000000009756529,33404,33,75,200069599.0,SAINTE GEMME,194,3.0,1358.0,49.1413869,3.6700564
COMMUNE_0000000009756562,33081,33,75,200069581.0,CADILLAC,2775,39.0,2079.0,44.6360817,-0.3173533
COMMUNE_0000000009755629,33079,33,75,200070092.0,CADARSAC,353,5.0,2238.0,44.8598873,-0.2860886
COMMUNE_0000000009755883,33099,33,75,243301355.0,CARIGNAN DE BORDEAUX,3820,35.0,3286.0,44.812928,-0.474739
COMMUNE_0000000009756333,33152,33,75,200069581.0,DONZAC,120,1.0,1440.0,44.6517987,-0.2663051
COMMUNE_0000000009755610,33045,33,75,200035533.0,BELVES DE CASTILLON,333,2.0,1155.0,44.8785554,-0.0309689
COMMUNE_0000000009757199,33180,33,75,200043982.0,GANS,188,1.0,3108.0,44.45526,-0.14666
COMMUNE_0000000009756771,33287,33,75,200044394.0,MONGAUZY,598,7.0,937.0,44.56656,0.03365
COMMUNE_0000000009755870,33147,33,75,200070092.0,DAIGNAC,479,4.0,2432.0,44.79917,-0.24945
COMMUNE_0000000009755016,33214,33,75,200070720.0,LACANAU,4745,362.0,3914.0,44.9776088,-1.0784851
COMMUNE_0000000009756120,33122,33,75,243301165.0,CESTAS,16781,157.0,3427.0,44.7411574,-0.6841225
COMMUNE_0000000009755857,33358,33,75,200069599.0,ROMAGNE,457,5.0,1645.0,44.7609166,-0.1970182
COMMUNE_0000000009756079,33354,33,75,243301371.0,RIOCAUD,184,,,44.7645297,0.2074003
COMMUNE_0000000009756781,33031,33,75,200044394.0,BASSANNE,120,1.0,1237.0,44.55865,-0.09068
COMMUNE_0000000009754796,33248,33,75,243301389.0,LISTRAC MEDOC,2737,35.0,2165.0,45.0736769,-0.7905774
COMMUNE_0000000009755833,33462,33,75,243301371.0,SAINT PHILIPPE DU SEIGNAL,480,10.0,1234.0,44.827274,0.2543611
COMMUNE_0000000009755842,33319,33,75,243301454.0,PESSAC SUR DORDOGNE,464,7.0,1388.0,44.8190454,0.0811708
COMMUNE_0000000009757379,33336,33,75,200043974.0,PRECHAC,1012,26.0,1368.0,43.7908201,0.5756799
COMMUNE_0000000009756088,33247,33,75,243301371.0,LISTRAC DE DUREZE,170,,,44.7627701,0.0443775
COMMUNE_0000000009756315,33150,33,75,200069599.0,DIEULIVOL,335,5.0,1251.0,44.6745594,0.1107756
COMMUNE_0000000009756114,33084,33,75,243301439.0,CAMBES,1537,30.0,2766.0,44.7320158,-0.4628666
COMMUNE_0000000009755851,33460,33,75,243301454.0,SAINT PEY DE CASTETS,623,11.0,1252.0,44.812698,-0.0675668
COMMUNE_0000000009755190,33014,33,75,200035533.0,ARTIGUES DE LUSSAC,1101,11.0,2108.0,44.9706388,-0.1398679
COMMUNE_0000000009755423,33503,33,75,243301389.0,SAUMOS,538,4.0,2653.0,44.9203793,-0.9876045
COMMUNE_0000000009756550,33403,33,75,200044394.0,SAINTE FOY LA LONGUE,121,,,44.6105206,-0.1459199
COMMUNE_0000000009756526,33520,33,75,200069599.0,TAILLECAVAT,312,1.0,1140.0,44.646854,0.1516138
COMMUNE_0000000009755404,33174,33,75,243301397.0,FRONSAC,1159,20.0,2012.0,44.9229141,-0.2740925
COMMUNE_0000000009755211,33256,33,75,243301447.0,LUDON MEDOC,4607,89.0,2791.0,44.9818777,-0.6037032
COMMUNE_0000000009756790,33533,33,75,200043974.0,TOULENNE,2549,32.0,1910.0,44.55729,-0.26324
COMMUNE_0000000009754369,33089,33,75,200023794.0,CAMPUGNAN,498,6.0,1256.0,45.17704,-0.56453
COMMUNE_0000000009757011,33260,33,75,243301405.0,LUGOS,907,14.0,2173.0,44.4816493,-0.8827227
COMMUNE_0000000009756107,33381,33,75,243301439.0,SAINT CAPRAIS DE BORDEAUX,3201,40.0,2851.0,44.7504655,-0.4363812
COMMUNE_0000000009755845,33133,33,75,243301454.0,COUBEYRAC,70,,,44.78435,0.05884
COMMUNE_0000000009755858,33350,33,75,243301454.0,RAUZAN,1210,18.0,1536.0,44.7789345,-0.1251389
COMMUNE_0000000009755844,33186,33,75,243301454.0,GENSAC,800,13.0,1045.0,44.8053893,0.074632
COMMUNE_0000000009756783,33463,33,75,200044394.0,SAINT PIERRE D AURILLAC,1329,21.0,1552.0,44.5717367,-0.1928771
COMMUNE_0000000009755882,33118,33,75,243301439.0,CENAC,1820,28.0,3063.0,46.4772125,28.6395485
COMMUNE_0000000009757203,33537,33,75,200043974.0,UZESTE,411,9.0,1822.0,44.44103,-0.32444
COMMUNE_0000000009754585,33423,33,75,200069995.0,SAINT JULIEN BEYCHEVELLE,587,8.0,1199.0,45.1648674,-0.7413774
COMMUNE_0000000009756122,33019,33,75,243301504.0,AUDENGE,7653,164.0,3094.0,44.6883648,-1.0198568
COMMUNE_0000000009757002,33357,33,75,200043974.0,ROAILLAN,1667,20.0,2250.0,44.4987957,-0.2825626
COMMUNE_0000000009756346,33334,33,75,200069581.0,PORTETS,2686,30.0,2236.0,44.6959687,-0.4238244
COMMUNE_0000000009756086,33372,33,75,200069599.0,SAINT ANTOINE DU QUEYRET,64,,,44.7627706,0.0096355
COMMUNE_0000000009757380,33068,33,75,200043974.0,BOURIDEYS,73,,,44.3685449,-0.4544376
COMMUNE_0000000009757547,33115,33,75,200043974.0,CAZALIS,238,3.0,1446.0,44.3414558,-0.379504
COMMUNE_0000000009756313,33400,33,75,200069599.0,SAINT FERME,353,2.0,1008.0,44.6939286,0.0583006
COMMUNE_0000000009754777,33530,33,75,243301223.0,TEUILLAC,890,9.0,1562.0,45.09191,-0.54892
COMMUNE_0000000009756106,33408,33,75,243301215.0,SAINT GENES DE LOMBAUD,395,8.0,2754.0,44.7563536,-0.3784198
COMMUNE_0000000009755193,33364,33,75,243301397.0,SAILLANS,399,1.0,2950.0,44.9609242,-0.2765721
COMMUNE_0000000009754767,33124,33,75,200070092.0,CHAMADELLE,727,12.0,1323.0,45.10322,-0.07754
COMMUNE_0000000009754788,33132,33,75,200023794.0,COMPS,535,6.0,1745.0,45.0692063,-0.5948019
COMMUNE_0000000009756329,33105,33,75,200069599.0,CASTELVIEL,215,3.0,1234.0,44.66679,-0.15343
COMMUNE_0000000009757010,33042,33,75,243301405.0,BELIN BELIET,5375,79.0,2443.0,44.4930554,-0.7906699
COMMUNE_0000000009756089,33117,33,75,200069599.0,CAZAUGITAT,253,4.0,1528.0,44.7141256,0.0081291
COMMUNE_0000000009757729,33232,33,75,200043982.0,LARTIGUE,40,1.0,1583.0,44.2511937,-0.0962246
COMMUNE_0000002200276535,33380,33,75,243300811.0,VAL DE LIVENNE,1739,16.0,1345.0,45.275783950000005,-0.4990197719260564
COMMUNE_0000000009754785,33475,33,75,200023794.0,SAINT SEURIN DE BOURG,402,4.0,1916.0,45.0527794,-0.5792698
COMMUNE_0000000009754574,33126,33,75,243301181.0,CIVRAC DE BLAYE,850,7.0,1415.0,45.1117116,-0.4433157
COMMUNE_0000000009755210,33312,33,75,243300316.0,PAREMPUYRE,8456,141.0,3119.0,44.9485379,-0.6052708
COMMUNE_0000000009756801,33225,33,75,200069581.0,LANDIRAS,2256,30.0,1965.0,44.5682236,-0.4143126
COMMUNE_0000000009755204,33470,33,75,243301397.0,SAINT ROMAIN LA VIRVEE,872,11.0,2114.0,44.9650148,-0.3993228
COMMUNE_0000000009754577,33184,33,75,200023794.0,GENERAC,544,5.0,1397.0,45.1717613,-0.541972
COMMUNE_0000000009756105,33518,33,75,243301439.0,TABANAC,1082,15.0,2333.0,44.7208074,-0.405316
COMMUNE_0000000009755196,33548,33,75,243301397.0,VILLEGOUGE,1259,19.0,1738.0,44.96683,-0.30868
COMMUNE_0000000009755871,33059,33,75,243301215.0,BLESIGNAC,309,1.0,2580.0,44.77459,-0.25815
COMMUNE_0000000009756338,33355,33,75,200069581.0,RIONS,1565,28.0,1743.0,44.6639661,-0.3518951
COMMUNE_0000000009756533,33479,33,75,200044394.0,SAINT SEVE,254,2.0,2378.0,44.6091688,-0.0294519
COMMUNE_0000000009754376,33370,33,75,243300811.0,SAINT ANDRONY,558,8.0,1234.0,45.1897666,-0.6493755
COMMUNE_0000000009757728,33450,33,75,200043982.0,SAINT MICHEL DE CASTELNAU,230,3.0,1139.0,44.2825126,-0.1096505
COMMUNE_0000000009755888,33039,33,75,243300316.0,BEGLES,27713,444.0,3673.0,44.8074559,-0.5488542
COMMUNE_0000000009756350,33454,33,75,243301264.0,SAINT MORILLON,1665,20.0,2564.0,44.6499018,-0.5026818
COMMUNE_0000000009755200,33356,33,75,243301397.0,RIVIERE,415,2.0,1341.0,50.2337277,2.6856141
