ID;INSEE_COM;INSEE_DEP;INSEE_REG;CODE_EPCI;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
COMMUNE_0000000009760754;32216;32;76;200072320;LOURTIES MONBRUN;152;NA;NA
COMMUNE_0000000009756744;47033;47;75;200036523;BOUDY DE BEAUREGARD;412;4;1421
COMMUNE_0000000009760252;32009;32;76;243200425;ARMOUS ET CAU;86;NA;NA
COMMUNE_0000000009754403;38225;38;84;243801024;AUTRANS MEAUDRE EN VERCORS;2969;47;2667
COMMUNE_0000000009727903;62890;62;32;200044030;WILLEMAN;182;3;967
COMMUNE_0000000009732421;8018;8;44;240800920;ARDEUIL ET MONTFAUXELLES;70;2;945
COMMUNE_0000000009759331;32113;32;76;243200409;CRAVENCERES;92;NA;NA
COMMUNE_0000000009741242;10319;10;44;241000447;RIGNY LE FERRON;366;9;678
COMMUNE_0000000009751252;42070;42;84;244200630;CORDELLE;903;18;1346
COMMUNE_0000000009758465;6097;6;93;200039931;PIERREFEU;315;1;2114
COMMUNE_0000000009762857;31046;31;76;200072635;BAREN;12;NA;NA
COMMUNE_0000000009749135;71524;71;27;200040293;SIVIGNON;167;2;1598
COMMUNE_0000000009740248;53245;53;52;245300355;SAINT PIERRE DES LANDES;942;16;1014
COMMUNE_0000000009738405;78269;78;11;200073344;GAZERAN;1283;16;3202
COMMUNE_0000000009733716;50181;50;28;200067031;FEUGERES;340;3;1023
COMMUNE_0000000009755238;38342;38;84;200030658;ROISSARD;300;1;2026
COMMUNE_0000000009752658;16388;16;75;200071827;TROIS PALIS;953;10;1647
COMMUNE_0000000009737191;50126;50;28;200069425;CHAVOY;127;2;1587
COMMUNE_0000000009746928;25541;25;27;242504488;SEPTFONTAINES;367;NA;NA
COMMUNE_0000000009733847;55232;55;44;245501176;HARVILLE;118;NA;NA
COMMUNE_0000000009760450;31547;31;76;200068641;SEYSSES;8787;62;2193
COMMUNE_0000000009754981;33332;33;75;200070092;PORCHERES;896;19;1301
COMMUNE_0000000009732277;14107;14;28;200066801;BRICQUEVILLE;180;NA;NA
COMMUNE_0000000009741819;88311;88;44;200068757;MONTMOTIER;48;1;610
COMMUNE_0000000009731260;55364;55;44;200066132;MOUZAY;705;2;610
COMMUNE_0000000009757703;47075;47;75;200023307;CROIX BLANCHE;1013;14;1558
COMMUNE_0000000009747965;18063;18;24;200027076;CHAVANNES;175;NA;NA
COMMUNE_0000000009757075;7110;7;84;240700302;JOYEUSE;1709;15;2008
COMMUNE_0000000009729624;2535;2;32;240200444;NAMPCELLES LA COUR;121;NA;NA
COMMUNE_0000000009760544;64355;64;75;200067239;LOUVIGNY;140;NA;NA
COMMUNE_0000000009743257;41123;41;24;200055481;MARCHENOIR;649;10;892
COMMUNE_0000000009748315;71505;71;27;247104094;SAVIANGES;75;NA;NA
COMMUNE_0000000009732834;57204;57;44;200067957;FAILLY;501;NA;NA
COMMUNE_0000000009755646;33200;33;75;243300316;HAILLAN;10886;125;3486
COMMUNE_0000000009728493;62840;62;32;200035442;VELU;136;1;714
COMMUNE_0000000009750355;86159;86;75;200070043;MILLAC;554;8;799
COMMUNE_0000000009747841;39085;39;27;200069623;CERNIEBAUD;87;NA;NA
COMMUNE_0000000009754759;24032;24;75;200040095;BEAURONNE;368;3;800
COMMUNE_0000000009758014;82113;82;76;248200057;MOLIERES;1170;10;1327
COMMUNE_0000000009746891;49195;49;52;200071678;MAZIERES EN MAUGES;1154;9;1794
COMMUNE_0000000009750243;69242;69;84;200067817;TAPONAS;972;7;2551
COMMUNE_0000000009755223;38489;38;84;200040657;SIEVOZ;138;1;1202
COMMUNE_0000000009727899;62396;62;32;200069672;GUINECOURT;18;NA;NA
COMMUNE_0000000009758795;12042;12;76;200067155;CALMELS ET LE VIALA;210;NA;NA
COMMUNE_0000000009742759;70295;70;27;247000854;LANTERNE ET LES ARMONTS;210;2;2371
COMMUNE_0000000009757472;12202;12;76;241200187;RODEZ;23739;122;1684
COMMUNE_0000000009732034;2091;2;32;240200501;BLANZY LES FISMES;112;NA;NA
COMMUNE_0000000009750082;23143;23;75;200067510;NOTH;507;6;874
COMMUNE_0000000009741908;45113;45;24;200067668;COURTEMAUX;265;5;813
COMMUNE_0000000009733715;50232;50;28;200067023;HAUTEVILLE LA GUICHARD;469;3;882
COMMUNE_0000000009752093;63219;63;84;200069169;MAZAYE;727;3;1292
COMMUNE_0000000009759265;81220;81;76;200066124;RABASTENS;5565;63;1846
COMMUNE_0000000009736326;57382;57;44;200068146;LANGATTE;558;NA;NA
COMMUNE_0000000009733095;27529;27;28;200035665;SAINT CYR LA CAMPAGNE;425;NA;NA
COMMUNE_0000000009730153;76268;76;28;200084952;FONGUEUSEMARE;190;3;1561
COMMUNE_0000000009740042;52065;52;44;200044253;BOUZANCOURT;65;NA;NA
COMMUNE_0000000009757626;30159;30;76;200066918;MARTINET;778;11;1456
COMMUNE_0000000009731177;50341;50;28;200067205;MONTEBOURG;2085;19;1402
COMMUNE_0000000009737726;67108;67;44;246701064;DUPPIGHEIM;1587;NA;NA
COMMUNE_0000000009762320;11207;11;76;200071926;LOUPIA;241;2;1473
COMMUNE_0000000009740912;77333;77;11;200023240;NEMOURS;13172;142;1988
COMMUNE_0000000009759313;32329;32;76;243200391;PRECHAC;179;NA;NA
COMMUNE_0000000009728396;80697;80;32;200070951;SAINT ACHEUL;26;NA;NA
COMMUNE_0000000009729945;2306;2;32;200040426;FERTE CHEVRESIS;558;5;791
COMMUNE_0000000009760963;31165;31;76;200068641;EAUNES;6091;47;2168
COMMUNE_0000000009758415;82054;82;76;248200016;ESPALAIS;395;9;1020
COMMUNE_0000000009754258;43148;43;84;200073393;PAULHAGUET;875;1;769
COMMUNE_0000000009735397;55532;55;44;200066140;VAUBECOURT;316;NA;NA
COMMUNE_0000000009734401;51498;51;44;200042703;SAINT MARD SUR AUVE;64;2;1512
COMMUNE_0000000009759084;32457;32;76;243200391;URDENS;288;1;1800
COMMUNE_0000000009733870;55416;55;44;200066116;RARECOURT;215;NA;NA
COMMUNE_0000000009762994;65384;65;76;246500573;SAILHAN;159;1;3903
COMMUNE_0000000009728852;80793;80;32;200071223;VIGNACOURT;2361;25;1546
COMMUNE_0000000009757490;46329;46;76;244600532;VAYLATS;318;1;2000
COMMUNE_0000000009743148;52374;52;44;200070332;PAILLY;285;NA;NA
COMMUNE_0000000009758075;4202;4;93;200068625;SAUSSES;124;6;1844
COMMUNE_0000000009737907;77031;77;11;200072874;BERNAY VILBERT;828;11;3532
COMMUNE_0000000009742619;72125;72;52;200072692;ECORPAIN;295;5;1005
COMMUNE_0000000009747048;18286;18;24;241800374;VILLEQUIERS;483;7;979
COMMUNE_0000000009738762;10207;10;44;200070126;LONGUEVILLE SUR AUBE;124;NA;NA
COMMUNE_0000000009731545;57666;57;44;245701362;TERVILLE;6929;NA;NA
COMMUNE_0000000009743368;56181;56;53;200042174;PORT LOUIS;2626;46;2385
COMMUNE_0000000009739692;77523;77;11;200040251;VILLUIS;271;5;1226
COMMUNE_0000000009760700;31249;31;76;243100633;LABASTIDE BEAUVOIR;1278;9;2040
COMMUNE_0000000009763413;2A100;2A;94;200067049;CRISTINACCE;60;NA;NA
COMMUNE_0000000009738240;54437;54;44;245400171;PULLIGNY;1174;8;1380
COMMUNE_0000000009739351;28401;28;24;200070167;VAUPILLON;454;10;1341
COMMUNE_0000000009740508;77313;77;11;247700107;MONTMACHOUX;241;3;1988
COMMUNE_0000000009752840;63161;63;84;200070761;FORIE;322;1;492
COMMUNE_0000000009745889;25162;25;27;200041887;CORCELLES FERRIERES;199;NA;NA
COMMUNE_0000000009752590;63395;63;84;200069177;SAINT SANDOUX;948;5;1822
COMMUNE_0000000009733750;57188;57;44;200069441;EGUELSHARDT;428;NA;NA
COMMUNE_0000000009744750;70446;70;27;200036549;RIGNY;590;3;1161
COMMUNE_0000000009758602;81051;81;76;200066124;CAHUZAC SUR VERE;1144;14;1690
COMMUNE_0000000009758420;32358;32;76;248200016;SAINT ANTOINE;204;NA;NA
COMMUNE_0000000009743096;70294;70;27;200041861;LANTENOT;352;4;1267
COMMUNE_0000000009729538;76504;76;28;200069839;PLEINE SEVE;138;4;1324
COMMUNE_0000000009742238;45219;45;24;200067676;MOULON;198;5;1028
COMMUNE_0000000009742279;41024;41;24;244100293;BOURSAY;169;3;634
COMMUNE_0000000009730761;76433;76;28;247600620;MESNIL PANNEVILLE;710;2;1760
COMMUNE_0000000009728666;80216;80;32;248000747;COURCELETTE;153;3;1280
COMMUNE_0000000009732944;51581;51;44;200067213;TRESLON;239;1;2016
COMMUNE_0000000009747992;86086;86;75;248600413;COUSSAY LES BOIS;997;4;953
COMMUNE_0000000009727696;62274;62;32;246200299;DOURGES;5828;28;1383
COMMUNE_0000000009749559;1320;1;84;200071371;REPLONGES;3702;27;1771
COMMUNE_0000000009733661;14383;14;28;200065597;LOUVIGNY;2771;5;2233
COMMUNE_0000000009760693;31137;31;76;200071298;CESSALES;173;1;2349
COMMUNE_0000000009753279;38046;38;84;243801073;BIZONNES;948;3;1171
COMMUNE_0000000009754107;19253;19;75;200043172;SEGONZAC;224;3;990
COMMUNE_0000000009762703;9300;9;76;200067791;SOULA;183;3;1443
COMMUNE_0000000009730583;8046;8;44;200043156;BANOGNE RECOUVRANCE;157;4;694
COMMUNE_0000000009744669;68190;68;44;200066041;LUCELLE;35;NA;NA
COMMUNE_0000000009759623;6140;6;93;200039857;TIGNET;3228;15;3562
COMMUNE_0000000009742606;41216;41;24;200040772;SAINT JEAN FROIDMENTEL;542;7;1258
COMMUNE_0000000009754865;43157;43;84;200073419;PUY EN VELAY;19115;198;1359
COMMUNE_0000000009729897;8076;8;44;240800862;BOULZICOURT;961;NA;NA
COMMUNE_0000000009745019;70104;70;27;247000698;BUCEY LES GY;601;3;1094
COMMUNE_0000000009760709;31162;31;76;243100633;DONNEVILLE;1020;6;2674
COMMUNE_0000000009760712;31421;31;76;200068641;PINS JUSTARET;4384;22;2274
COMMUNE_0000000009729871;8343;8;44;200041630;POURU SAINT REMY;1179;5;880
COMMUNE_0000000009732025;2453;2;32;240200576;MAIZY;416;6;1421
COMMUNE_0000000009738328;10291;10;44;200006716;PLESSIS BARBUISE;196;NA;NA
COMMUNE_0000000009727225;62758;62;32;246200729;SAINT MARTIN BOULOGNE;11320;93;1707
COMMUNE_0000000009727675;59109;59;32;200042190;BRILLON;721;7;1792
COMMUNE_0000000009748805;86024;86;75;200069854;BERUGES;1424;14;1588
COMMUNE_0000000009736226;50326;50;28;200067023;MESNIL VILLEMAN;237;4;1151
COMMUNE_0000000009749965;1150;1;84;200071751;DROM;217;2;1442
COMMUNE_0000000009761285;65213;65;76;200070795;GUIZERIX;125;NA;NA
COMMUNE_0000000009743077;90088;90;27;200069060;ROUGEGOUTTE;983;5;1226
COMMUNE_0000000009743334;44148;44;52;200072726;RUFFIGNE;708;9;937
COMMUNE_0000000009740104;89460;89;27;248900896;VILLENEUVE LA GUYARD;3444;44;1728
COMMUNE_0000000009729483;76598;76;28;200069722;SAINT LEGER AUX BOIS;501;4;1229
COMMUNE_0000000009751223;69122;69;84;200040574;LUCENAY;1820;15;3031
COMMUNE_0000000009751506;69032;69;84;246900625;BULLY;2021;20;2289
COMMUNE_0000000009759146;6128;6;93;240600585;SAINT PAUL DE VENCE;3456;55;5304
COMMUNE_0000000009756946;46280;46;76;200023737;SAINT MEDARD;173;NA;NA
COMMUNE_0000000009750964;1353;1;84;200042497;SAINTE EUPHEMIE;1657;9;2624
COMMUNE_0000000009740318;67011;67;44;200030526;ARTOLSHEIM;995;NA;NA
COMMUNE_0000000009738959;35271;35;53;200072452;SAINT GEORGES DE REINTEMBAULT;1527;14;928
COMMUNE_0000000009730719;76332;76;28;200069730;GRUMESNIL;449;4;1158
COMMUNE_0000000009758233;40158;40;75;200035541;LOSSE;272;2;881
COMMUNE_0000000009737695;29105;29;53;242900751;LANDIVISIAU;9123;89;1245
COMMUNE_0000000009759069;82043;82;76;200066652;COMBEROUGER;281;2;2531
COMMUNE_0000000009729000;80523;80;32;248000747;MEAULTE;1266;15;1487
COMMUNE_0000000009739579;88449;88;44;200068757;SAVIGNY;188;3;1176
COMMUNE_0000000009727252;59195;59;32;245900410;ENGLOS;606;9;2852
COMMUNE_0000000009749063;74172;74;84;200071967;MAXILLY SUR LEMAN;1365;11;3227
COMMUNE_0000000009729260;80732;80;32;200071181;SENARPONT;664;10;1259
COMMUNE_0000000009731018;60538;60;32;246000855;RICQUEBOURG;283;3;1403
COMMUNE_0000000009748460;39109;39;27;243900719;CHAREZIER;172;NA;NA
COMMUNE_0000000009735010;95277;95;11;200055655;GONESSE;26336;188;2820
COMMUNE_0000000009732820;57172;57;44;200067650;DENTING;270;NA;NA
COMMUNE_0000000009728383;62404;62;32;200069482;HALLOY;225;3;1141
COMMUNE_0000000009745116;58011;58;27;200067429;ARMES;291;4;565
COMMUNE_0000000009754457;43187;43;84;200073419;SAINT GENEYS PRES SAINT PAULIEN;313;1;734
COMMUNE_0000000009730341;80170;80;32;200070977;CANTIGNY;116;NA;NA
COMMUNE_0000000009736669;61444;61;28;200035814;SAINT PHILBERT SUR ORNE;112;1;1010
COMMUNE_0000000009754979;24329;24;75;200040384;PIZOU;1312;14;1232
COMMUNE_0000000009748874;39207;39;27;243901071;ECRILLE;85;NA;NA
COMMUNE_0000000009739233;10131;10;44;200070126;DROUPT SAINT BASLE;352;3;944
COMMUNE_0000000009727932;62602;62;32;200069029;NEMPONT SAINT FIRMIN;193;5;1250
COMMUNE_0000000009738373;91174;91;11;200059228;CORBEIL ESSONNES;51049;726;2499
COMMUNE_0000000009746976;21475;21;27;242101509;PAGNY LE CHATEAU;511;1;359
COMMUNE_0000000009734420;51007;51;44;245100615;AMBONNAY;976;13;1775
COMMUNE_0000000009738455;61301;61;28;200035111;NEAUPHE SOUS ESSAI;210;1;932
COMMUNE_0000000009735292;57703;57;44;200068146;VECKERSVILLER;237;NA;NA
COMMUNE_0000000009728884;80373;80;32;247600588;GAMACHES;2596;22;1112
COMMUNE_0000000009743814;70581;70;27;247000664;VY LES LURE;662;5;1065
COMMUNE_0000000009736004;77062;77;11;247700594;CARNETIN;454;9;2874
COMMUNE_0000000009737308;54030;54;44;200069433;AUTREPIERRE;81;NA;NA
COMMUNE_0000000009735021;95585;95;11;200055655;SARCELLES;57781;303;2435
COMMUNE_0000000009728547;80310;80;32;200070951;FIENVILLERS;679;7;1416
COMMUNE_0000000009738081;50155;50;28;200069425;CROLLON;301;1;743
COMMUNE_0000000009747856;39481;39;27;200069623;SAINT GERMAIN EN MONTAGNE;423;1;1841
COMMUNE_0000000009745580;25273;25;27;242504447;GLAMONDANS;214;NA;NA
COMMUNE_0000000009739449;22056;22;53;200068989;EVRAN;1705;19;1520
COMMUNE_0000000009748755;3313;3;84;240300558;VILHAIN;268;2;456
COMMUNE_0000000009761084;64306;64;75;200039204;LAHOURCADE;696;1;1345
COMMUNE_0000000009740122;77471;77;11;200072346;TOUSSON;390;7;1976
COMMUNE_0000000009752943;17175;17;75;200041523;GERMIGNAC;663;3;1326
COMMUNE_0000000009729394;2296;2;32;240200493;ETREILLERS;1214;2;1321
COMMUNE_0000000009739496;29141;29;53;200067197;LOQUEFFRET;359;4;935
COMMUNE_0000000009762254;65395;65;76;200069300;SAINT PE DE BIGORRE;1159;5;1143
COMMUNE_0000000009756425;7315;7;84;200039824;SOUCHE;368;5;2283
COMMUNE_0000000009754681;15032;15;84;200066637;CELOUX;66;NA;NA
COMMUNE_0000000009744995;25430;25;27;242504447;OLLANS;38;1;1111
COMMUNE_0000000009754014;42139;42;84;244200622;MARLHES;1298;12;1577
COMMUNE_0000000009760641;34149;34;76;200071058;MARGON;670;9;1535
COMMUNE_0000000009747256;58111;58;27;200067890;FACHIN;111;5;942
COMMUNE_0000000009748495;71528;71;27;200071579;SORNAY;2049;17;1338
COMMUNE_0000000009739833;53154;53;52;245300389;MONTAUDIN;906;9;1109
COMMUNE_0000000009753149;19250;19;75;241927243;SALON LA TOUR;652;6;1208
COMMUNE_0000000009761852;64275;64;75;200067106;ISPOURE;673;2;1067
COMMUNE_0000000009751924;17262;17;75;241700517;NIEUL LES SAINTES;1221;14;1873
COMMUNE_0000000009756607;26152;26;84;242600534;JONCHERES;29;NA;NA
COMMUNE_0000000009743810;70544;70;27;247000714;VERGENNE;120;NA;NA
COMMUNE_0000000009739411;53127;53;52;200055887;LASSAY LES CHATEAUX;2293;24;1013
COMMUNE_0000000009727542;59511;59;32;200042190;ROSULT;1908;15;2166
COMMUNE_0000000009760913;34054;34;76;200066348;CASSAGNOLES;100;NA;NA
COMMUNE_0000000009760690;31519;31;76;200071298;SAINT VINCENT;192;NA;NA
COMMUNE_0000000009754721;19063;19;75;200043172;COSNAC;2984;37;2848
COMMUNE_0000000009730498;50599;50;28;200067205;TOLLEVAST;1510;12;2084
COMMUNE_0000000009738876;28034;28;24;200033181;BERCHERES SAINT GERMAIN;831;11;1894
COMMUNE_0000000009750969;1030;1;84;200042497;BEAUREGARD;885;8;1938
COMMUNE_0000000009753582;63091;63;84;200070407;CHARBONNIER LES MINES;896;8;1131
COMMUNE_0000000009758786;12082;12;76;241200906;COUVERTOIRADE;186;NA;NA
COMMUNE_0000000009754564;17366;17;75;200041523;SAINT MARTIN DE COUX;457;6;1030
COMMUNE_0000000009742761;70172;70;27;247000755;CORBIERE;106;NA;NA
COMMUNE_0000000009738173;67223;67;44;246701080;INNENHEIM;1186;NA;NA
COMMUNE_0000000009756767;33453;33;75;200044394;SAINT MICHEL DE LAPUJADE;224;2;895
COMMUNE_0000000009737076;28405;28;24;200040277;VERT EN DROUAIS;1100;19;1950
COMMUNE_0000000009729643;2096;2;32;240200469;BOIS LES PARGNY;203;1;1325
COMMUNE_0000000009735274;67068;67;44;200067783;BUSWILLER;271;NA;NA
COMMUNE_0000000009762505;11044;11;76;200035863;BOUISSE;95;NA;NA
COMMUNE_0000000009742330;53082;53;52;200048551;COURBEVEILLE;640;8;1341
COMMUNE_0000000009751590;23227;23;75;200067189;SAINT PARDOUX MORTEROLLES;204;3;578
COMMUNE_0000000009763325;66157;66;76;246600464;RAILLEU;30;NA;NA
COMMUNE_0000000009740917;77016;77;11;200023240;BAGNEAUX SUR LOING;1686;13;1898
COMMUNE_0000000009735602;27447;27;28;242700276;VAL DORE;919;2;2260
COMMUNE_0000000009751723;73149;73;84;247300262;LUCEY;317;NA;NA
COMMUNE_0000000009733464;2718;2;32;200071991;SILLY LA POTERIE;129;2;607
COMMUNE_0000000009762431;65239;65;76;200070787;LABASTIDE;162;1;2644
COMMUNE_0000000009760389;34229;34;76;200066348;RIOLS;758;11;1251
COMMUNE_0000000009751879;16416;16;75;200072049;VITRAC SAINT VINCENT;517;8;735
COMMUNE_0000000009752871;63111;63;84;200070407;CLEMENSAT;117;1;1042
COMMUNE_0000000009743100;70250;70;27;200041861;FRANCHEVELLE;417;9;1390
COMMUNE_0000000009749520;1135;1;84;240100750;CROZET;2126;21;4297
COMMUNE_0000000009737664;22242;22;53;200069391;PLURIEN;1509;20;1683
COMMUNE_0000000009749725;74094;74;84;200011773;CRANVES SALES;6685;11;4136
COMMUNE_0000000009747452;71207;71;27;247100647;FRETTERANS;286;3;779
COMMUNE_0000000009747329;37190;37;24;200072668;PUSSIGNY;169;1;753
COMMUNE_0000000009728974;80435;80;32;200037059;HESBECOURT;56;NA;NA
COMMUNE_0000000009758785;30064;30;76;243000270;CAMPESTRE ET LUC;103;1;1381
COMMUNE_0000000009750511;42127;42;84;200035731;MABLY;7689;72;1577
COMMUNE_0000000009761526;65126;65;76;200070795;CAMPUZAN;163;3;1088
COMMUNE_0000000009727783;59264;59;32;200043396;GOGNIES CHAUSSEE;765;6;1192
COMMUNE_0000000009760303;64296;64;75;200039204;LACADEE;159;NA;NA
COMMUNE_0000000009739673;10230;10;44;200069250;MERGEY;696;7;1696
COMMUNE_0000000009758372;81254;81;76;200040905;SAINT JEAN DE MARCEL;368;NA;NA
COMMUNE_0000000009739175;52004;52;44;200044253;AINGOULAINCOURT;13;NA;NA
COMMUNE_0000000009738641;54331;54;44;200070324;MAGNIERES;290;NA;NA
COMMUNE_0000000009749222;86290;86;75;200043628;VILLEDIEU DU CLAIN;1591;12;1415
COMMUNE_0000000009746780;58076;58;27;200067882;CHOUGNY;76;NA;NA
COMMUNE_0000000009734567;78437;78;11;200059889;MOUSSEAUX SUR SEINE;687;16;2726
COMMUNE_0000000009728404;80440;80;32;200070951;HIERMONT;151;1;570
COMMUNE_0000000009730874;54212;54;44;200043693;FRESNOIS LA MONTAGNE;410;1;833
COMMUNE_0000000009736193;61447;61;28;200035814;SAINT PIERRE DU REGARD;1437;10;1100
COMMUNE_0000000009728359;62689;62;32;200033579;RANSART;411;1;1291
COMMUNE_0000000009752876;63397;63;84;200069169;SAINT SAUVES D AUVERGNE;1128;6;1240
COMMUNE_0000000009727329;59346;59;32;245900410;LEZENNES;3143;47;2486
COMMUNE_0000000009750543;63471;63;84;200072080;YOUX;918;11;683
COMMUNE_0000000009738912;61304;61;28;200035103;NEUILLY LE BISSON;302;2;1048
COMMUNE_0000000009737926;91617;91;11;200059228;TIGERY;3840;47;3306
COMMUNE_0000000009762255;64058;64;75;246401756;ARTHEZ D ASSON;502;NA;NA
COMMUNE_0000000009732275;14281;14;28;200066801;FORMIGNY LA BATAILLE;726;1;10257
COMMUNE_0000000009744461;70452;70;27;247000367;ROSEY;274;2;525
COMMUNE_0000000009731870;50070;50;28;200042729;BOUTTEVILLE;72;2;805
COMMUNE_0000000009750715;69172;69;84;200040590;SALLES ARBUISSONNAS EN BEAUJOLAIS;809;7;2211
COMMUNE_0000000009732069;2598;2;32;200071991;PERNANT;661;10;1656
COMMUNE_0000000009760515;64394;64;75;200067296;MONPEZAT;81;NA;NA
COMMUNE_0000000009751947;73011;73;84;200068997;ALBERTVILLE;19055;58;1705
COMMUNE_0000000009755434;5152;5;93;200068096;SAINT MAURICE EN VALGODEMARD;125;NA;NA
COMMUNE_0000000009734829;57004;57;44;245701206;ACHAIN;83;NA;NA
COMMUNE_0000000009747794;79134;79;75;247900798;GLENAY;568;6;729
COMMUNE_0000000009744929;44139;44;52;200072734;QUILLY;1379;27;1407
COMMUNE_0000000009750004;69016;69;84;200067817;AZOLETTE;121;NA;NA
COMMUNE_0000000009735972;77429;77;11;200072544;SAINT OUEN SUR MORIN;541;11;1986
COMMUNE_0000000009759459;34221;34;76;243400694;PUECHABON;483;6;1797
COMMUNE_0000000009749824;3115;3;84;200071389;FLEURIEL;337;8;815
COMMUNE_0000000009727105;59536;59;32;200040947;SAINTE MARIE CAPPEL;878;11;2225
COMMUNE_0000000009742198;10118;10;44;200071041;CROUTES;100;NA;NA
COMMUNE_0000000009738274;55430;55;44;200066108;RIBEAUCOURT;76;NA;NA
COMMUNE_0000000009743286;72314;72;52;200070373;SAINT PIERRE DU LOROUER;377;8;1322
COMMUNE_0000000009731204;57286;57;44;200067486;HALSTROFF;320;NA;NA
COMMUNE_0000000009762109;11197;11;76;200071926;LAURAGUEL;615;4;1075
COMMUNE_0000000009754955;24156;24;75;200040392;DOUZE;1139;5;1485
COMMUNE_0000000009753997;26002;26;84;200040491;ALBON;1933;5;1355
COMMUNE_0000000009750785;23116;23;75;200067593;MAINSAT;574;2;715
COMMUNE_0000000009733452;2411;2;32;200072031;LATILLY;211;3;1675
COMMUNE_0000000009730340;80174;80;32;200070977;CARDONNOIS;84;1;1467
COMMUNE_0000000009755837;33467;33;75;243301371;SAINT QUENTIN DE CAPLONG;245;2;1618
COMMUNE_0000000009758754;30255;30;76;243000643;SAINT GENIES DE MALGOIRES;2991;25;1751
COMMUNE_0000000009740610;72251;72;52;200072676;RENE;377;3;686
COMMUNE_0000000009751380;17459;17;75;200041689;VARAIZE;559;12;1307
COMMUNE_0000000009731348;2087;2;32;200071991;BIEUXY;28;NA;NA
COMMUNE_0000000009748866;39130;39;27;243900610;NANCHEZ;800;3;1175
COMMUNE_0000000009754742;24484;24;75;200040392;SAINT PIERRE DE CHIGNAC;869;8;1339
COMMUNE_0000000009734462;2062;2;32;200072031;BELLEAU;136;2;1553
COMMUNE_0000000009738157;29017;29;53;242900074;BRELES;882;8;1364
COMMUNE_0000000009741938;45058;45;24;200035764;BUCY LE ROI;169;1;2169
COMMUNE_0000000009732172;27493;27;28;200070142;ROMILLY SUR ANDELLE;3237;3;2195
COMMUNE_0000000009743163;52040;52;44;200027308;BAY SUR AUBE;51;NA;NA
COMMUNE_0000000009743050;68224;68;44;200066009;MULHOUSE;108999;NA;NA
COMMUNE_0000000009744994;25491;25;27;242504447;RIGNOSOT;117;NA;NA
COMMUNE_0000000009747567;86167;86;75;248600447;MONTS SUR GUESNES;837;4;1174
COMMUNE_0000000009752167;16243;16;75;200070514;NERCILLAC;1098;9;1358
COMMUNE_0000000009741638;45010;45;24;200066280;ASCOUX;1143;10;1932
COMMUNE_0000000009744002;49080;49;52;200071868;HAUTS D ANJOU;8776;52;1315
COMMUNE_0000000009758956;84128;84;93;200040624;SIVERGUES;42;NA;NA
COMMUNE_0000000009738735;10279;10;44;200040137;PARS LES CHAVANGES;66;NA;NA
COMMUNE_0000000009733928;2051;2;32;200072031;BARZY SUR MARNE;381;3;1651
COMMUNE_0000000009758720;84047;84;93;200040624;GARGAS;3033;NA;NA
COMMUNE_0000000009740845;10252;10;44;200066892;MONTMARTIN LE HAUT;49;NA;NA
COMMUNE_0000000009742823;52383;52;44;200072999;PERRANCEY LES VIEUX MOULINS;292;NA;NA
COMMUNE_0000000009729640;2547;2;32;240200444;NEUVILLE HOUSSET;66;1;446
COMMUNE_0000000009729140;2035;2;32;200071983;AUDIGNY;283;4;1097
COMMUNE_0000000009748975;36043;36;24;243600350;CHASSIGNOLLES;567;7;989
COMMUNE_0000000009760256;32445;32;76;243200508;TIESTE URAGNOUX;177;NA;NA
COMMUNE_0000000009732163;27487;27;28;200070142;RADEPONT;655;NA;NA
COMMUNE_0000000009748480;39474;39;27;200072056;SAINTE AGNES;355;NA;NA
COMMUNE_0000000009742925;45269;45;24;200070183;SAINT AY;3400;51;1954
COMMUNE_0000000009745442;18117;18;24;200069227;JARS;511;6;1016
COMMUNE_0000000009751405;17485;17;75;241700624;GRAND VILLAGE PLAGE;1048;17;3007
COMMUNE_0000000009737754;54161;54;44;200069433;DOMEVRE SUR VEZOUZE;289;3;904
COMMUNE_0000000009748939;71220;71;27;200070316;GILLY SUR LOIRE;495;NA;NA
COMMUNE_0000000009742784;70545;70;27;200041879;VENISEY;139;NA;NA
COMMUNE_0000000009735372;55270;55;44;200034874;LAHAYVILLE;26;NA;NA
COMMUNE_0000000009740106;77172;77;11;247700107;ESMANS;905;10;2223
COMMUNE_0000000009747787;86161;86;75;248600447;MONCONTOUR;979;9;978
COMMUNE_0000000009727512;62123;62;32;200069235;BEUSSENT;552;4;1734
COMMUNE_0000000009763557;2A254;2A;94;242000495;QUENZA;185;NA;NA
COMMUNE_0000000009735656;14646;14;28;241400514;SAINT PIERRE CANIVET;401;NA;NA
COMMUNE_0000000009748011;79088;79;75;200040244;CHICHE;1690;6;810
COMMUNE_0000000009735730;22199;22;53;200065928;PLEUMEUR GAUTIER;1233;9;1235
COMMUNE_0000000009748175;36019;36;24;200068880;BOMMIERS;301;1;750
COMMUNE_0000000009754985;33138;33;75;200070092;COUTRAS;8576;153;1517
COMMUNE_0000000009744927;44221;44;52;244400453;CHEVALLERAIS;1556;22;1672
COMMUNE_0000000009736393;55333;55;44;245500327;MENIL AUX BOIS;42;NA;NA
COMMUNE_0000000009763429;66206;66;76;246600548;TECH;99;NA;NA
COMMUNE_0000000009729866;8291;8;44;240800847;MOGUES;199;NA;NA
